locus_tag,go_id,go_name,namespace,namespace_name,uniprot_accession,uniprot_gene_names,uniprot_protein_name
PA2664,GO:0046872,metal ion binding,MF,Molecular Function,Q9I0H4,hmp fhp PA2664,Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)
PA2664,GO:0008941,nitric oxide dioxygenase NAD(P)H activity,MF,Molecular Function,Q9I0H4,hmp fhp PA2664,Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)
PA2664,GO:0019825,oxygen binding,MF,Molecular Function,Q9I0H4,hmp fhp PA2664,Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)
PA2664,GO:0005344,oxygen carrier activity,MF,Molecular Function,Q9I0H4,hmp fhp PA2664,Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)
PA2664,GO:0005737,cytoplasm,CC,Cellular Component,Q9I0H4,hmp fhp PA2664,Flavohemoprotein (Flavohemoglobin) (Hemoglobin-like protein) (Nitric oxide dioxygenase) (NO oxygenase) (NOD) (EC 1.14.12.17)
PA2611,GO:0009236,cobalamin biosynthetic process,BP,Biological Process,Q9I0M7,cysG PA2611,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]
PA2611,GO:0032259,methylation,BP,Biological Process,Q9I0M7,cysG PA2611,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]
PA2611,GO:0019354,siroheme biosynthetic process,BP,Biological Process,Q9I0M7,cysG PA2611,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]
PA2611,GO:0051287,NAD binding,MF,Molecular Function,Q9I0M7,cysG PA2611,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]
PA2611,GO:0043115,precorrin-2 dehydrogenase activity,MF,Molecular Function,Q9I0M7,cysG PA2611,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]
PA2611,GO:0051266,sirohydrochlorin ferrochelatase activity,MF,Molecular Function,Q9I0M7,cysG PA2611,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]
PA2611,GO:0004851,uroporphyrin-III C-methyltransferase activity,MF,Molecular Function,Q9I0M7,cysG PA2611,Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]
PA2495,GO:0055085,transmembrane transport,BP,Biological Process,Q9I0Y7,oprN PA2495,Outer membrane protein OprN (Multidrug efflux outer membrane protein OprN)
PA2495,GO:0015562,efflux transmembrane transporter activity,MF,Molecular Function,Q9I0Y7,oprN PA2495,Outer membrane protein OprN (Multidrug efflux outer membrane protein OprN)
PA2495,GO:0022857,transmembrane transporter activity,MF,Molecular Function,Q9I0Y7,oprN PA2495,Outer membrane protein OprN (Multidrug efflux outer membrane protein OprN)
PA2495,GO:0009279,cell outer membrane,CC,Cellular Component,Q9I0Y7,oprN PA2495,Outer membrane protein OprN (Multidrug efflux outer membrane protein OprN)
PA2495,GO:0016020,membrane,CC,Cellular Component,Q9I0Y7,oprN PA2495,Outer membrane protein OprN (Multidrug efflux outer membrane protein OprN)
PA2255,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,MF,Molecular Function,Q9I1L4,pvcB PA2255,Tyrosine isonitrile desaturase (EC 1.14.20.9) (PaPvcB) (Paerucumarin biosynthesis protein PvcB)
PA2255,GO:0046872,metal ion binding,MF,Molecular Function,Q9I1L4,pvcB PA2255,Tyrosine isonitrile desaturase (EC 1.14.20.9) (PaPvcB) (Paerucumarin biosynthesis protein PvcB)
PA2249,GO:0043754,dihydrolipoamide branched chain acyltransferase activity,MF,Molecular Function,Q9I1M0,bkdB PA2249,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)
PA1983,GO:0009055,electron transfer activity,MF,Molecular Function,Q9I2C5,exaB PA1983,Cytochrome c550
PA1983,GO:0020037,heme binding,MF,Molecular Function,Q9I2C5,exaB PA1983,Cytochrome c550
PA1983,GO:0046872,metal ion binding,MF,Molecular Function,Q9I2C5,exaB PA1983,Cytochrome c550
PA1983,GO:0042597,periplasmic space,CC,Cellular Component,Q9I2C5,exaB PA1983,Cytochrome c550
PA1962,GO:0009055,electron transfer activity,MF,Molecular Function,Q9I2E2,azoR2 PA1962,FMN-dependent NADH:quinone oxidoreductase 2 (EC 1.6.5.-) (Azo-dye reductase 2) (FMN-dependent NADH-azo compound oxidoreductase 2) (FMN-dependent NADH-azoreductase 2) (EC 1.7.1.17)
PA1962,GO:0010181,FMN binding,MF,Molecular Function,Q9I2E2,azoR2 PA1962,FMN-dependent NADH:quinone oxidoreductase 2 (EC 1.6.5.-) (Azo-dye reductase 2) (FMN-dependent NADH-azo compound oxidoreductase 2) (FMN-dependent NADH-azoreductase 2) (EC 1.7.1.17)
PA1962,GO:0016652,"oxidoreductase activity, acting on NAD(P)H as acceptor",MF,Molecular Function,Q9I2E2,azoR2 PA1962,FMN-dependent NADH:quinone oxidoreductase 2 (EC 1.6.5.-) (Azo-dye reductase 2) (FMN-dependent NADH-azo compound oxidoreductase 2) (FMN-dependent NADH-azoreductase 2) (EC 1.7.1.17)
PA1962,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",MF,Molecular Function,Q9I2E2,azoR2 PA1962,FMN-dependent NADH:quinone oxidoreductase 2 (EC 1.6.5.-) (Azo-dye reductase 2) (FMN-dependent NADH-azo compound oxidoreductase 2) (FMN-dependent NADH-azoreductase 2) (EC 1.7.1.17)
PA1952,GO:1990000,amyloid fibril formation,BP,Biological Process,Q9I2F2,fapE PA1952,Functional amyloid subunit FapE (Fibril amyloid subunit FapE)
PA1952,GO:0007155,cell adhesion,BP,Biological Process,Q9I2F2,fapE PA1952,Functional amyloid subunit FapE (Fibril amyloid subunit FapE)
PA1952,GO:0005576,extracellular region,CC,Cellular Component,Q9I2F2,fapE PA1952,Functional amyloid subunit FapE (Fibril amyloid subunit FapE)
PA1952,GO:0009289,pilus,CC,Cellular Component,Q9I2F2,fapE PA1952,Functional amyloid subunit FapE (Fibril amyloid subunit FapE)
PA1844,GO:0004040,amidase activity,MF,Molecular Function,Q9I2Q1,tse1 PA1844,Peptidoglycan amidase Tse1 (EC 3.4.19.11) (Type VI secretion exported 1)
PA1844,GO:0005576,extracellular region,CC,Cellular Component,Q9I2Q1,tse1 PA1844,Peptidoglycan amidase Tse1 (EC 3.4.19.11) (Type VI secretion exported 1)
PA1844,GO:0033644,host cell membrane,CC,Cellular Component,Q9I2Q1,tse1 PA1844,Peptidoglycan amidase Tse1 (EC 3.4.19.11) (Type VI secretion exported 1)
PA1801,GO:0071978,bacterial-type flagellum-dependent swarming motility,BP,Biological Process,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0071236,cellular response to antibiotic,BP,Biological Process,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,BP,Biological Process,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0044010,single-species biofilm formation,BP,Biological Process,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0044011,single-species biofilm formation on inanimate substrate,BP,Biological Process,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0004176,ATP-dependent peptidase activity,MF,Molecular Function,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0051117,ATPase binding,MF,Molecular Function,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0004252,serine-type endopeptidase activity,MF,Molecular Function,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0005737,cytoplasm,CC,Cellular Component,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1801,GO:0009368,endopeptidase Clp complex,CC,Cellular Component,Q9I2U1,clpP1 PA1801,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1)
PA1711,GO:0071277,cellular response to calcium ion,BP,Biological Process,Q9I322,exsE PA1711,Type III secretion regulatory protein ExsE
PA1711,GO:0050709,negative regulation of protein secretion,BP,Biological Process,Q9I322,exsE PA1711,Type III secretion regulatory protein ExsE
PA1711,GO:0030254,protein secretion by the type III secretion system,BP,Biological Process,Q9I322,exsE PA1711,Type III secretion regulatory protein ExsE
PA1711,GO:0051087,protein-folding chaperone binding,MF,Molecular Function,Q9I322,exsE PA1711,Type III secretion regulatory protein ExsE
PA1711,GO:0005737,cytoplasm,CC,Cellular Component,Q9I322,exsE PA1711,Type III secretion regulatory protein ExsE
PA1711,GO:0005576,extracellular region,CC,Cellular Component,Q9I322,exsE PA1711,Type III secretion regulatory protein ExsE
PA1477,GO:0071978,bacterial-type flagellum-dependent swarming motility,BP,Biological Process,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0071977,bacterial-type flagellum-dependent swimming motility,BP,Biological Process,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0017004,cytochrome complex assembly,BP,Biological Process,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0009247,glycolipid biosynthetic process,BP,Biological Process,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0002049,pyoverdine biosynthetic process,BP,Biological Process,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0043107,type IV pilus-dependent motility,BP,Biological Process,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0004096,catalase activity,MF,Molecular Function,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0020037,heme binding,MF,Molecular Function,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0015232,heme transmembrane transporter activity,MF,Molecular Function,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1477,GO:0005886,plasma membrane,CC,Cellular Component,Q9I3N5,ccmC PA1477,Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)
PA1129,GO:0046677,response to antibiotic,BP,Biological Process,Q9I4K6,fosA PA1129,Glutathione transferase FosA (EC 2.5.1.18) (Fosfomycin resistance protein)
PA1129,GO:0004364,glutathione transferase activity,MF,Molecular Function,Q9I4K6,fosA PA1129,Glutathione transferase FosA (EC 2.5.1.18) (Fosfomycin resistance protein)
PA1129,GO:0046872,metal ion binding,MF,Molecular Function,Q9I4K6,fosA PA1129,Glutathione transferase FosA (EC 2.5.1.18) (Fosfomycin resistance protein)
PA1129,GO:0005737,cytoplasm,CC,Cellular Component,Q9I4K6,fosA PA1129,Glutathione transferase FosA (EC 2.5.1.18) (Fosfomycin resistance protein)
PA1032,GO:0017000,antibiotic biosynthetic process,BP,Biological Process,Q9I4U2,quiP PA1032,Acyl-homoserine lactone acylase QuiP (AHL acylase QuiP) (Acyl-HSL acylase QuiP) (EC 3.5.1.97) (Quorum signal utilization and inactivation protein) [Cleaved into: Acyl-homoserine lactone acylase QuiP subunit alpha (Acyl-HSL acylase QuiP subunit alpha); Acyl-homoserine lactone acylase QuiP subunit beta (Acyl-HSL acylase QuiP subunit beta)]
PA1032,GO:0009372,quorum sensing,BP,Biological Process,Q9I4U2,quiP PA1032,Acyl-homoserine lactone acylase QuiP (AHL acylase QuiP) (Acyl-HSL acylase QuiP) (EC 3.5.1.97) (Quorum signal utilization and inactivation protein) [Cleaved into: Acyl-homoserine lactone acylase QuiP subunit alpha (Acyl-HSL acylase QuiP subunit alpha); Acyl-homoserine lactone acylase QuiP subunit beta (Acyl-HSL acylase QuiP subunit beta)]
PA1032,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",MF,Molecular Function,Q9I4U2,quiP PA1032,Acyl-homoserine lactone acylase QuiP (AHL acylase QuiP) (Acyl-HSL acylase QuiP) (EC 3.5.1.97) (Quorum signal utilization and inactivation protein) [Cleaved into: Acyl-homoserine lactone acylase QuiP subunit alpha (Acyl-HSL acylase QuiP subunit alpha); Acyl-homoserine lactone acylase QuiP subunit beta (Acyl-HSL acylase QuiP subunit beta)]
PA1032,GO:0042597,periplasmic space,CC,Cellular Component,Q9I4U2,quiP PA1032,Acyl-homoserine lactone acylase QuiP (AHL acylase QuiP) (Acyl-HSL acylase QuiP) (EC 3.5.1.97) (Quorum signal utilization and inactivation protein) [Cleaved into: Acyl-homoserine lactone acylase QuiP subunit alpha (Acyl-HSL acylase QuiP subunit alpha); Acyl-homoserine lactone acylase QuiP subunit beta (Acyl-HSL acylase QuiP subunit beta)]
PA0242,GO:0046279,"3,4-dihydroxybenzoate biosynthetic process",BP,Biological Process,Q9I6P6,quiC1 PA0242,3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118)
PA0242,GO:0019631,quinate catabolic process,BP,Biological Process,Q9I6P6,quiC1 PA0242,3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118)
PA0242,GO:0019633,shikimate catabolic process,BP,Biological Process,Q9I6P6,quiC1 PA0242,3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118)
PA0242,GO:0046565,3-dehydroshikimate dehydratase activity,MF,Molecular Function,Q9I6P6,quiC1 PA0242,3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118)
PA0242,GO:0046872,metal ion binding,MF,Molecular Function,Q9I6P6,quiC1 PA0242,3-dehydroshikimate dehydratase (DSD) (EC 4.2.1.118)
PA0093,GO:0033103,protein secretion by the type VI secretion system,BP,Biological Process,Q9I739,tse6 PA0093,NAD(P)(+) glycohydrolase toxin Tse6 (EC 3.2.2.5)
PA0093,GO:0003953,NAD+ nucleosidase activity,MF,Molecular Function,Q9I739,tse6 PA0093,NAD(P)(+) glycohydrolase toxin Tse6 (EC 3.2.2.5)
PA0093,GO:0050135,NADP+ nucleosidase activity,MF,Molecular Function,Q9I739,tse6 PA0093,NAD(P)(+) glycohydrolase toxin Tse6 (EC 3.2.2.5)
PA0093,GO:0097351,toxin sequestering activity,MF,Molecular Function,Q9I739,tse6 PA0093,NAD(P)(+) glycohydrolase toxin Tse6 (EC 3.2.2.5)
PA0093,GO:0016020,membrane,CC,Cellular Component,Q9I739,tse6 PA0093,NAD(P)(+) glycohydrolase toxin Tse6 (EC 3.2.2.5)
PA0006,GO:0097171,ADP-L-glycero-beta-D-manno-heptose biosynthetic process,BP,Biological Process,Q9I7C0,gmhB PA0006,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"
PA0006,GO:0009103,lipopolysaccharide biosynthetic process,BP,Biological Process,Q9I7C0,gmhB PA0006,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"
PA0006,GO:0009244,lipopolysaccharide core region biosynthetic process,BP,Biological Process,Q9I7C0,gmhB PA0006,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"
PA0006,GO:0034200,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase activity",MF,Molecular Function,Q9I7C0,gmhB PA0006,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"
PA0006,GO:0000287,magnesium ion binding,MF,Molecular Function,Q9I7C0,gmhB PA0006,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"
PA0006,GO:0008270,zinc ion binding,MF,Molecular Function,Q9I7C0,gmhB PA0006,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"
PA0006,GO:0005829,cytosol,CC,Cellular Component,Q9I7C0,gmhB PA0006,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.82) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)"
PA0005,GO:0016024,CDP-diacylglycerol biosynthetic process,BP,Biological Process,Q9I7C1,lptA PA0005,1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase A) (LPA acyltransferase) (LPAAT)
PA0005,GO:0006654,phosphatidic acid biosynthetic process,BP,Biological Process,Q9I7C1,lptA PA0005,1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase A) (LPA acyltransferase) (LPAAT)
PA0005,GO:0008654,phospholipid biosynthetic process,BP,Biological Process,Q9I7C1,lptA PA0005,1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase A) (LPA acyltransferase) (LPAAT)
PA0005,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,MF,Molecular Function,Q9I7C1,lptA PA0005,1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase A) (LPA acyltransferase) (LPAAT)
PA0005,GO:0042171,lysophosphatidic acid acyltransferase activity,MF,Molecular Function,Q9I7C1,lptA PA0005,1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase A) (LPA acyltransferase) (LPAAT)
PA0005,GO:0005886,plasma membrane,CC,Cellular Component,Q9I7C1,lptA PA0005,1-acyl-sn-glycerol-3-phosphate acyltransferase (1-AGP acyltransferase) (1-AGPAT) (EC 2.3.1.51) (Lysophosphatidic acid acyltransferase A) (LPA acyltransferase) (LPAAT)
PA3636,GO:0015976,carbon utilization,BP,Biological Process,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA3636,GO:0036104,Kdo2-lipid A biosynthetic process,BP,Biological Process,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA3636,GO:0019294,keto-3-deoxy-D-manno-octulosonic acid biosynthetic process,BP,Biological Process,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA3636,GO:0009103,lipopolysaccharide biosynthetic process,BP,Biological Process,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA3636,GO:0008676,3-deoxy-8-phosphooctulonate synthase activity,MF,Molecular Function,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA3636,GO:0005829,cytosol,CC,Cellular Component,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA3636,GO:0009276,Gram-negative-bacterium-type cell wall,CC,Cellular Component,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA3636,GO:0016020,membrane,CC,Cellular Component,Q9ZFK4,kdsA PA3636,2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
PA1773,GO:0006824,cobalt ion transport,BP,Biological Process,Q9ZIH2,cmaX zntB PA1773,Divalent cation transporter CmaX
PA1773,GO:0015675,nickel cation transport,BP,Biological Process,Q9ZIH2,cmaX zntB PA1773,Divalent cation transporter CmaX
PA1773,GO:0006829,zinc ion transport,BP,Biological Process,Q9ZIH2,cmaX zntB PA1773,Divalent cation transporter CmaX
PA1773,GO:0046873,metal ion transmembrane transporter activity,MF,Molecular Function,Q9ZIH2,cmaX zntB PA1773,Divalent cation transporter CmaX
PA1773,GO:0005886,plasma membrane,CC,Cellular Component,Q9ZIH2,cmaX zntB PA1773,Divalent cation transporter CmaX
PA4226,GO:0017000,antibiotic biosynthetic process,BP,Biological Process,G3XCV2,pchE PA4226,Pyochelin synthetase PchE (EC 6.2.1.69) (L-cysteine--[L-cysteinyl-carrier protein] ligase) (Nonribosomal peptide synthetase PchE)
PA4226,GO:0072330,monocarboxylic acid biosynthetic process,BP,Biological Process,G3XCV2,pchE PA4226,Pyochelin synthetase PchE (EC 6.2.1.69) (L-cysteine--[L-cysteinyl-carrier protein] ligase) (Nonribosomal peptide synthetase PchE)
PA4226,GO:0044550,secondary metabolite biosynthetic process,BP,Biological Process,G3XCV2,pchE PA4226,Pyochelin synthetase PchE (EC 6.2.1.69) (L-cysteine--[L-cysteinyl-carrier protein] ligase) (Nonribosomal peptide synthetase PchE)
PA4226,GO:0016874,ligase activity,MF,Molecular Function,G3XCV2,pchE PA4226,Pyochelin synthetase PchE (EC 6.2.1.69) (L-cysteine--[L-cysteinyl-carrier protein] ligase) (Nonribosomal peptide synthetase PchE)
PA4226,GO:0031177,phosphopantetheine binding,MF,Molecular Function,G3XCV2,pchE PA4226,Pyochelin synthetase PchE (EC 6.2.1.69) (L-cysteine--[L-cysteinyl-carrier protein] ligase) (Nonribosomal peptide synthetase PchE)
PA2195,GO:0050622,glycine dehydrogenase (cyanide-forming) activity,MF,Molecular Function,G3XD12,hcnC PA2195,Hydrogen cyanide synthase subunit HcnC (HcnC) (EC 1.4.99.5) (Glycine dehydrogenase (cyanide-forming))
PA2195,GO:0005737,cytoplasm,CC,Cellular Component,G3XD12,hcnC PA2195,Hydrogen cyanide synthase subunit HcnC (HcnC) (EC 1.4.99.5) (Glycine dehydrogenase (cyanide-forming))
PA2195,GO:0005886,plasma membrane,CC,Cellular Component,G3XD12,hcnC PA2195,Hydrogen cyanide synthase subunit HcnC (HcnC) (EC 1.4.99.5) (Glycine dehydrogenase (cyanide-forming))
PA4599,GO:0046677,response to antibiotic,BP,Biological Process,G3XD25,mexC PA4599,Multidrug efflux pump subunit MexC (Membrane fusion protein MexC) (MexCD-OprJ multidrug efflux pump subunit MexC)
PA4599,GO:0022857,transmembrane transporter activity,MF,Molecular Function,G3XD25,mexC PA4599,Multidrug efflux pump subunit MexC (Membrane fusion protein MexC) (MexCD-OprJ multidrug efflux pump subunit MexC)
PA4599,GO:0005886,plasma membrane,CC,Cellular Component,G3XD25,mexC PA4599,Multidrug efflux pump subunit MexC (Membrane fusion protein MexC) (MexCD-OprJ multidrug efflux pump subunit MexC)
PA1454,GO:0005524,ATP binding,MF,Molecular Function,G3XD64,fleN PA1454,Antiactivator FleN
PA1454,GO:0016887,ATP hydrolysis activity,MF,Molecular Function,G3XD64,fleN PA1454,Antiactivator FleN
PA1454,GO:0009898,cytoplasmic side of plasma membrane,CC,Cellular Component,G3XD64,fleN PA1454,Antiactivator FleN
PA1454,GO:0005829,cytosol,CC,Cellular Component,G3XD64,fleN PA1454,Antiactivator FleN
PA1580,GO:0006099,tricarboxylic acid cycle,BP,Biological Process,P14165,gltA PA1580,Citrate synthase (EC 2.3.3.16)
